student_id,gender,district,employment_status,education_level,monthly_income_rwf,internet_access,smartphone_owner,date_of_birth
STU047036,Female,Rutsiro,Self-employed,Primary,420000,Yes,Yes,1997-04-20
STU009627,Male,Nyamasheke,Self-employed,Primary,850000,Yes,Yes,1995-07-16
STU025526,Male,Rubavu,Self-employed,Secondary,,Yes,Yes,2006-10-22
STU010636,Female,Nyagatare,Employed,Secondary,940000,Yes,Yes,1994-06-06
STU035674,Female,Gasabo,Self-employed,Secondary,770000,Yes,Yes,1991-11-22
STU012588,Female,Bugesera,Self-employed,Secondary,,No,No,2001-02-04
STU038727,Male,Nyanza,Self-employed,University,980000,Yes,Yes,2003-01-18
STU044456,Female,Gisagara,Student,Primary,700000,No,Yes,1997-01-24
STU046583,Female,Musanze,Student,Secondary,920000,Yes,Yes,1993-10-30
STU038953,Female,Nyagatare,Student,Primary,210000,Yes,Yes,1992-10-05
STU007504,Female,Kicukiro,Employed,University,890000,Yes,Yes,1993-03-20
STU043015,Male,Gisagara,Unemployed,Primary,450000,No,Yes,2005-09-10
STU027234,Male,Gakenke,Unemployed,Primary,490000,Yes,Yes,2001-07-30
STU010427,Male,Nyamasheke,Self-employed,Primary,140000,No,Yes,2002-09-13
STU030450,Female,Rusizi,Unemployed,University,690000,Yes,Yes,2006-06-19
STU038300,Male,Karongi,Student,Secondary,150000,Yes,Yes,1994-02-10
STU003647,Male,Rwamagana,Employed,Secondary,600000,Yes,Yes,1992-09-09
STU004981,Female,Rwamagana,Student,Primary,40000,Yes,Yes,2000-10-31
STU024420,Female,Rusizi,Unemployed,Primary,370000,No,Yes,1993-08-26
STU016194,Female,Bugesera,Student,Primary,750000,Yes,No,2006-05-15
STU040379,Female,Nyamasheke,Self-employed,Primary,270000,Yes,Yes,2002-06-21
STU026377,Male,Nyaruguru,Self-employed,Primary,470000,Yes,Yes,1992-03-02
STU048592,Female,Musanze,Unemployed,Primary,590000,Yes,Yes,1994-06-12
STU002387,Female,Ngoma,Unemployed,None,320000,No,Yes,2006-03-14
STU016764,Male,Kamonyi,Employed,Secondary,720000,Yes,Yes,1998-03-08
STU044724,Male,Gakenke,Employed,Secondary,210000,Yes,Yes,1992-11-01
STU008289,Female,Nyanza,Employed,Primary,940000,Yes,Yes,2002-09-03
STU036656,Female,Nyabihu,Employed,Primary,750000,No,Yes,1999-08-24
STU036265,Female,Ngoma,Self-employed,None,690000,Yes,Yes,1996-05-03
STU038292,Male,Rutsiro,Student,Primary,180000,Yes,No,2000-12-05
STU022407,Male,Gasabo,Employed,Primary,610000,Yes,Yes,1995-05-27
STU027361,Female,Burera,Employed,Secondary,650000,No,Yes,1994-10-13
STU029767,Female,Nyarugenge,Unemployed,Primary,160000,Yes,No,1992-01-13
STU012727,Male,Gakenke,Unemployed,Secondary,990000,Yes,Yes,1996-07-01
STU034588,Male,Nyabihu,Unemployed,Secondary,140000,No,No,1998-04-10
STU001525,Male,Burera,Employed,Primary,900000,Yes,Yes,2006-08-18
STU012761,Female,Musanze,Self-employed,University,680000,Yes,Yes,2003-11-06
STU028268,Female,Nyagatare,Self-employed,Secondary,800000,Yes,Yes,2001-12-08
STU010384,Female,Nyabihu,Employed,Secondary,340000,No,Yes,1991-11-21
STU044515,Female,Nyaruguru,Self-employed,None,500000,Yes,No,1999-06-05
STU021142,Male,Bugesera,Unemployed,Primary,940000,Yes,Yes,2001-11-23
STU019618,Male,Gicumbi,Self-employed,Secondary,,Yes,Yes,2005-02-18
STU035123,Female,Rubavu,Student,Secondary,600000,Yes,Yes,2004-02-06
STU028571,Male,Nyarugenge,Employed,Primary,10000,Yes,Yes,2003-06-27
STU005261,Female,Gisagara,Unemployed,Primary,700000,Yes,Yes,1995-08-31
STU035388,Male,Burera,Employed,Secondary,720000,No,Yes,2005-03-14
STU033798,Male,Nyabihu,Employed,Primary,830000,Yes,Yes,2000-06-15
STU018782,Female,Nyarugenge,Student,Secondary,290000,Yes,No,2001-07-06
STU013778,Male,Kicukiro,Unemployed,Secondary,600000,Yes,Yes,1999-01-19
STU041422,Female,Nyanza,Self-employed,Primary,450000,No,No,1992-10-29
STU000125,Female,Gisagara,Employed,University,220000,Yes,No,1996-11-18
STU013777,Male,Musanze,Unemployed,University,450000,Yes,Yes,2005-11-24
STU044622,Female,Ngoma,Unemployed,Secondary,300000,Yes,Yes,1999-08-03
STU024425,Female,Rwamagana,Employed,University,,Yes,No,1995-05-19
STU015223,Male,Musanze,Employed,,260000,No,Yes,1995-02-04
STU045705,Female,Kayonza,Unemployed,,770000,Yes,Yes,2005-06-23
STU014625,Female,Kicukiro,Student,Primary,710000,Yes,Yes,1994-12-18
STU042580,Male,Burera,Unemployed,Secondary,890000,Yes,No,2002-09-04
STU036940,Female,Gicumbi,Self-employed,Secondary,960000,No,Yes,1996-04-14
STU039883,Male,Nyarugenge,Employed,None,250000,Yes,Yes,1999-12-13
STU010660,Male,Kayonza,Unemployed,Primary,900000,Yes,Yes,1999-06-20
STU042818,Female,Musanze,Employed,Secondary,450000,Yes,Yes,1997-06-09
STU013733,Male,Nyarugenge,Self-employed,Secondary,870000,Yes,Yes,1993-01-07
STU001211,Female,Gasabo,Student,Primary,110000,Yes,No,1998-02-06
STU041763,Male,Huye,Unemployed,Primary,500000,Yes,Yes,2002-04-12
STU013021,Male,Rulindo,Unemployed,Secondary,270000,No,Yes,2006-09-17
STU005679,Female,Ngororero,Student,Secondary,1000000,Yes,Yes,1995-12-02
STU035331,Male,Rutsiro,Employed,Primary,1000000,Yes,No,1999-03-13
STU011043,Male,Gisagara,Unemployed,Secondary,,Yes,Yes,1995-01-06
STU019045,Female,Kicukiro,Unemployed,University,940000,No,Yes,2002-10-23
STU046445,Female,Nyagatare,Student,Primary,700000,Yes,Yes,1995-02-09
STU005939,Male,Musanze,Employed,Secondary,680000,Yes,No,2003-06-11
STU031446,Female,Gasabo,Student,Primary,590000,Yes,Yes,1998-09-19
STU029324,Female,Muhanga,Student,Secondary,670000,Yes,Yes,1997-10-17
STU007213,Female,Rusizi,Employed,Secondary,840000,No,Yes,1992-07-29
STU044323,Male,Nyagatare,Employed,Primary,,No,Yes,1991-01-12
STU011665,Female,Huye,Student,Secondary,130000,Yes,No,2004-05-06
STU017174,Male,Nyabihu,Student,Secondary,880000,No,Yes,1992-11-18
STU043703,Male,Kamonyi,Self-employed,,240000,No,Yes,2003-01-24
STU023555,Female,Kicukiro,Student,None,480000,Yes,Yes,2002-02-15
STU000237,Female,Rusizi,Unemployed,Secondary,300000,No,Yes,2006-01-28
STU032855,Male,Huye,Unemployed,Secondary,930000,Yes,Yes,2002-02-02
STU041591,Male,Huye,Unemployed,Secondary,990000,Yes,No,2005-05-22
STU020539,Male,Gisagara,Unemployed,Secondary,940000,Yes,Yes,2003-02-26
STU046107,Female,Gisagara,Student,Primary,30000,No,Yes,1997-10-05
STU038256,Male,Burera,Unemployed,Primary,920000,No,Yes,2002-09-24
STU009617,Female,Gakenke,Self-employed,Secondary,580000,Yes,Yes,2002-04-25
STU003348,Male,Musanze,Unemployed,None,990000,Yes,Yes,1998-01-21
STU023964,Female,Huye,Unemployed,Secondary,250000,Yes,Yes,2004-09-26
STU036177,Female,Gisagara,Employed,Primary,500000,Yes,No,1996-08-03
STU008026,Female,Burera,Employed,Primary,520000,No,Yes,1996-03-31
STU026470,Female,Gakenke,Self-employed,Primary,110000,Yes,Yes,1998-02-26
STU024446,Female,Kicukiro,Student,Secondary,980000,Yes,Yes,1995-07-29
STU032123,Male,Huye,Unemployed,Secondary,510000,Yes,Yes,1995-01-04
STU022184,Female,Gasabo,Self-employed,Secondary,340000,Yes,Yes,1994-01-08
STU024250,Female,Kicukiro,Employed,University,590000,Yes,Yes,1999-04-18
STU043167,Male,Nyabihu,Employed,Secondary,40000,Yes,No,1993-12-14
STU005830,Male,Rwamagana,Self-employed,Secondary,710000,Yes,Yes,2005-03-05
STU028445,Female,Gasabo,Student,Primary,580000,Yes,No,2001-11-07
STU008806,Female,Rubavu,Employed,Secondary,550000,Yes,No,1993-03-19
STU001774,Female,Bugesera,Self-employed,Secondary,630000,Yes,Yes,1998-02-26
STU023976,Female,Nyaruguru,Self-employed,University,30000,Yes,No,2002-09-29
STU047111,Male,Musanze,Employed,Primary,1000000,No,No,2005-05-30
STU028777,Male,Kicukiro,Self-employed,Secondary,,Yes,No,1991-12-19
STU002454,Male,Rusizi,Unemployed,Secondary,240000,Yes,Yes,1993-05-12
STU033077,Male,Rulindo,Unemployed,Primary,,Yes,Yes,2000-10-20
STU041192,Female,Burera,Unemployed,University,110000,No,Yes,1999-10-29
STU024977,Female,Ngororero,Student,Primary,20000,No,Yes,2001-08-18
STU006154,Male,Kayonza,Employed,Primary,830000,Yes,Yes,2006-08-26
STU029168,Male,Rubavu,Student,Secondary,220000,Yes,Yes,2002-10-11
STU025779,Female,Nyanza,Student,Secondary,730000,Yes,No,2004-09-14
STU024992,Male,Kicukiro,Student,University,80000,No,No,1994-06-10
STU034473,Male,Rulindo,Self-employed,Secondary,330000,Yes,Yes,2006-02-05
STU045606,Male,Muhanga,Employed,None,420000,Yes,Yes,1992-03-18
STU011891,Male,Huye,Self-employed,University,710000,Yes,Yes,1992-10-02
STU040073,Female,Nyagatare,Student,Primary,20000,Yes,Yes,2002-07-10
STU025380,Male,Kamonyi,Employed,Primary,770000,Yes,Yes,2000-05-17
STU037420,Male,Gakenke,Employed,Secondary,240000,Yes,No,1999-06-04
STU031120,Male,Gasabo,Unemployed,Secondary,830000,No,Yes,2002-06-25
STU007935,Male,Gakenke,Self-employed,Primary,550000,No,Yes,1993-12-11
STU001341,Male,Musanze,Employed,Secondary,220000,Yes,Yes,2007-03-11
STU030568,Male,Kayonza,Unemployed,Secondary,260000,Yes,Yes,1999-05-07
STU036517,Female,Karongi,Self-employed,Secondary,740000,Yes,No,1996-06-30
STU032379,Female,Ngororero,Self-employed,None,360000,Yes,Yes,1996-01-22
STU008621,Male,Rusizi,Unemployed,None,,Yes,No,1990-09-01
STU001450,Female,Musanze,Unemployed,University,440000,No,Yes,1994-08-13
STU010847,Female,Nyaruguru,Student,Secondary,680000,Yes,Yes,2003-01-01
STU015368,Male,Gisagara,Student,Primary,830000,Yes,Yes,2004-06-15
STU023066,Male,Ngoma,Employed,Primary,510000,Yes,Yes,2004-11-05
STU010753,Female,Gasabo,Self-employed,University,160000,Yes,Yes,1999-12-07
STU040957,Female,Karongi,Self-employed,Primary,800000,Yes,Yes,1991-05-01
STU033922,Female,Nyaruguru,Student,Secondary,100000,Yes,No,2003-02-20
STU038229,Male,Rwamagana,Employed,Secondary,520000,Yes,Yes,1997-06-29
STU038317,Male,Kamonyi,Self-employed,Primary,930000,No,Yes,2001-07-22
STU016304,Male,Karongi,Employed,Secondary,20000,Yes,Yes,1995-02-18
STU013084,Male,Kamonyi,Self-employed,Secondary,820000,Yes,Yes,1997-10-11
STU014195,Male,Karongi,Student,Primary,840000,Yes,No,1992-11-25
STU013713,Female,Muhanga,Employed,Secondary,550000,Yes,No,1997-10-15
STU021749,Female,Rutsiro,Unemployed,None,660000,Yes,Yes,1994-11-05
STU010460,Male,Musanze,Employed,University,810000,Yes,Yes,2004-05-03
STU037013,Male,Nyabihu,Student,Secondary,820000,Yes,Yes,1999-07-29
STU040148,Female,Ngoma,Employed,Secondary,780000,Yes,Yes,2000-11-20
STU045928,Male,Burera,Self-employed,Secondary,790000,Yes,No,1999-08-30
STU028724,Male,Nyamasheke,Student,Secondary,530000,Yes,Yes,2007-05-30
STU000137,Female,Nyanza,Self-employed,Primary,710000,Yes,Yes,2006-10-26
STU042442,Male,Nyarugenge,Unemployed,Primary,790000,Yes,Yes,1999-02-28
STU018247,Female,Nyaruguru,Unemployed,University,140000,Yes,Yes,2004-03-06
STU024206,Female,Huye,Unemployed,Secondary,30000,Yes,Yes,1999-09-20
STU001788,Female,Ngoma,Employed,University,620000,Yes,Yes,2006-04-16
STU028203,Female,Nyarugenge,Unemployed,Primary,320000,Yes,Yes,1997-05-08
STU009548,Female,Nyabihu,Unemployed,Primary,980000,No,Yes,2006-05-31
STU005902,Female,Gakenke,Unemployed,Secondary,810000,Yes,Yes,1997-08-28
STU001035,Male,Musanze,Self-employed,Primary,20000,Yes,Yes,1991-04-01
STU032962,Female,Kicukiro,Self-employed,Primary,960000,Yes,Yes,1993-06-05
STU016759,Male,Ngoma,Student,University,10000,Yes,Yes,1996-06-08
STU034177,Male,Musanze,Unemployed,University,40000,No,Yes,1990-08-19
STU025475,Male,Musanze,Self-employed,Primary,190000,Yes,Yes,1995-05-08
STU041404,Male,Ngoma,Employed,Primary,40000,No,Yes,1998-05-03
STU026727,Female,Bugesera,Self-employed,None,680000,Yes,Yes,2003-02-08
STU008951,Female,Gisagara,Employed,University,180000,Yes,Yes,1991-08-29
STU012784,Male,Rusizi,Unemployed,Primary,190000,No,Yes,2006-10-03
STU007180,Female,Gasabo,Employed,Primary,800000,No,Yes,2001-08-26
STU011322,Female,Gisagara,Student,Primary,,Yes,Yes,2006-04-20
STU022920,Female,Ngoma,Self-employed,University,650000,No,Yes,1999-05-03
STU025148,Female,Huye,Self-employed,,610000,No,Yes,2004-07-13
STU015035,Male,Kayonza,Employed,Secondary,890000,No,Yes,1991-12-20
STU009419,Male,Kamonyi,Unemployed,Primary,800000,No,Yes,1994-09-21
STU042754,Male,Musanze,Self-employed,None,,Yes,Yes,2000-01-04
STU021930,Female,Burera,Unemployed,University,670000,No,Yes,1999-06-20
STU006640,Female,Kayonza,Self-employed,Secondary,500000,Yes,Yes,1994-09-12
STU045047,Male,Gisagara,Self-employed,Secondary,380000,Yes,No,2004-10-11
STU034310,Male,Nyarugenge,Unemployed,Primary,90000,Yes,Yes,2001-08-26
STU004235,Male,Nyanza,Self-employed,Secondary,690000,Yes,No,2006-02-06
STU042939,Male,Rubavu,Student,Secondary,,No,Yes,2001-11-06
STU005653,Male,Gisagara,Employed,Secondary,510000,Yes,Yes,2004-08-15
STU027964,Female,Ngoma,Unemployed,Primary,460000,Yes,Yes,1997-03-25
STU042427,Male,Muhanga,Unemployed,University,650000,Yes,No,1993-08-22
STU038735,Female,Nyabihu,Employed,Secondary,990000,Yes,Yes,1994-10-09
STU040540,Female,Burera,Self-employed,Secondary,780000,Yes,Yes,1991-08-09
STU024925,Female,Rubavu,Employed,Secondary,690000,No,Yes,1992-03-12
STU002565,Male,Nyanza,Self-employed,Secondary,890000,Yes,Yes,1994-07-24
STU027373,Male,Gicumbi,Student,Primary,450000,Yes,Yes,2002-12-15
STU000196,Male,Nyaruguru,Employed,Secondary,710000,Yes,Yes,2003-02-19
STU003813,Male,Ngoma,Student,Secondary,100000,Yes,Yes,1992-12-14
STU043018,Female,Gasabo,Employed,Primary,90000,Yes,Yes,1997-08-27
STU022085,Male,Rutsiro,Employed,University,610000,Yes,Yes,2004-06-24
STU047607,Female,Bugesera,Employed,None,510000,No,No,2000-08-13
STU039352,Female,Gakenke,Student,Secondary,990000,Yes,Yes,1996-11-28
STU037904,Male,Musanze,Student,University,320000,Yes,Yes,1993-08-12
STU029393,Male,Nyanza,Employed,Secondary,30000,Yes,Yes,1998-05-05
STU028732,Female,Kayonza,Student,Secondary,130000,Yes,Yes,1992-06-25
STU026966,Female,Rulindo,Employed,University,950000,Yes,Yes,1993-08-23
STU028791,Male,Gasabo,Employed,Primary,890000,Yes,No,1992-11-26
STU045670,Male,Gicumbi,Employed,Primary,560000,Yes,No,1993-06-14
STU006335,Female,Nyanza,Student,Primary,660000,No,Yes,1999-03-10
STU014468,Male,Nyanza,Student,,220000,Yes,Yes,1992-03-05
STU030342,Female,Huye,Self-employed,Primary,140000,Yes,Yes,1999-10-08
STU046715,Female,Kamonyi,Student,Secondary,70000,No,Yes,2004-04-11
STU041147,Female,Bugesera,Self-employed,Primary,920000,Yes,Yes,1997-04-17
STU004355,Female,Nyarugenge,Student,Primary,980000,No,Yes,1994-07-18
STU033472,Male,Rubavu,Unemployed,Secondary,770000,No,Yes,2003-03-15
STU015963,Female,Gakenke,Student,Primary,380000,No,Yes,2004-09-20
STU003881,Female,Rwamagana,Student,University,440000,Yes,Yes,1990-08-14
STU028710,Male,Rubavu,Employed,Primary,180000,Yes,Yes,1996-07-04
STU021812,Male,Nyabihu,Unemployed,Secondary,640000,Yes,Yes,1997-04-08
STU011820,Male,Nyarugenge,Student,Secondary,50000,Yes,Yes,2000-03-29
STU003901,Female,Rusizi,Employed,Secondary,970000,Yes,Yes,2002-02-28
STU022582,Male,Nyanza,Student,Primary,400000,No,Yes,1999-12-22
STU030274,Male,Nyabihu,Unemployed,Primary,320000,Yes,Yes,2002-03-14
STU034543,Male,Gisagara,Employed,Secondary,740000,Yes,Yes,2000-11-08
STU017896,Male,Gisagara,Student,Secondary,270000,Yes,Yes,1992-01-22
STU003118,Male,Bugesera,Self-employed,Primary,510000,No,Yes,2001-01-15
STU017837,Female,Gicumbi,Unemployed,Secondary,20000,Yes,Yes,1993-07-20
STU002277,Male,Rutsiro,Employed,Secondary,820000,No,Yes,2005-10-18
STU043447,Female,Gicumbi,Unemployed,Primary,620000,Yes,Yes,1998-04-23
STU046240,Male,Bugesera,Student,University,640000,Yes,No,2003-11-04
STU039128,Male,Rusizi,Self-employed,Secondary,430000,Yes,Yes,1993-07-13
STU034995,Male,Ngororero,Unemployed,Secondary,1000000,No,No,2001-06-11
STU021323,Female,Nyabihu,Employed,Secondary,420000,No,Yes,2001-01-11
STU037369,Male,Nyaruguru,Unemployed,University,350000,Yes,Yes,2003-08-21
STU020661,Female,Rwamagana,Self-employed,Primary,40000,Yes,Yes,1996-04-25
STU033752,Female,Nyabihu,Employed,Primary,,No,No,1995-08-10
STU002697,Female,Nyabihu,Employed,Primary,190000,Yes,Yes,2006-01-18
STU008917,Female,Nyanza,Self-employed,Secondary,820000,No,Yes,1995-06-18
STU020545,Female,Nyabihu,Employed,Secondary,960000,Yes,Yes,1997-08-02
STU017146,Female,Ngoma,Unemployed,Secondary,280000,Yes,Yes,1996-05-29
STU005062,Female,Huye,Self-employed,Secondary,40000,Yes,No,1991-09-28
STU041526,Male,Nyagatare,Self-employed,Secondary,340000,Yes,No,2003-08-12
STU018212,Female,Rulindo,Self-employed,Primary,370000,Yes,Yes,2006-09-28
STU015915,Male,Gisagara,Self-employed,University,300000,Yes,Yes,2005-11-14
STU032464,Female,Musanze,Employed,Secondary,550000,No,Yes,1991-04-17
STU003831,Female,Gasabo,Unemployed,Primary,750000,Yes,Yes,1998-06-08
STU035243,Male,Muhanga,Self-employed,Secondary,880000,Yes,Yes,2000-12-03
STU046494,Female,Bugesera,Self-employed,University,200000,No,Yes,2001-08-19
STU044211,Female,Rusizi,Employed,Secondary,190000,Yes,Yes,2000-12-07
STU021698,Female,Bugesera,Self-employed,Secondary,,Yes,Yes,1991-12-31
STU032154,Female,Gicumbi,Employed,Secondary,320000,Yes,Yes,2005-11-16
STU030592,Female,Ngoma,Unemployed,Secondary,960000,Yes,Yes,1997-10-20
STU032352,Female,Musanze,Student,Secondary,150000,Yes,Yes,1991-12-08
STU002192,Male,Kicukiro,Employed,University,1000000,No,Yes,1996-10-25
STU032901,Female,Muhanga,Unemployed,Primary,740000,Yes,Yes,1991-11-07
STU021375,Female,Gisagara,Self-employed,Secondary,360000,Yes,Yes,1999-09-25
STU047602,Male,Musanze,Student,University,510000,Yes,Yes,2003-10-15
STU029281,Female,Gicumbi,Employed,Secondary,710000,Yes,Yes,2006-10-31
STU039073,Female,Burera,Unemployed,Secondary,150000,Yes,No,2003-04-29
STU016352,Male,Rwamagana,Self-employed,Primary,300000,Yes,Yes,1992-03-27
STU045430,Male,Nyanza,Student,Primary,870000,No,Yes,1995-06-27
STU032821,Male,Rusizi,Student,Primary,730000,Yes,Yes,1999-10-12
STU009351,Male,Bugesera,Unemployed,Primary,520000,Yes,Yes,1992-08-16
STU007635,Female,Gasabo,Employed,University,880000,Yes,No,1993-02-22
STU005500,Male,Gisagara,Student,Primary,90000,Yes,Yes,1995-10-18
STU011207,Female,Muhanga,Student,Primary,60000,No,Yes,1997-03-16
STU031779,Female,Musanze,Student,Secondary,700000,Yes,Yes,1990-08-29
STU039036,Male,Muhanga,Student,Primary,980000,Yes,Yes,1995-10-21
STU027309,Male,Musanze,Student,Primary,680000,No,Yes,2005-04-23
STU023431,Male,Gisagara,Self-employed,Primary,470000,Yes,Yes,2003-06-30
STU017322,Male,Nyamasheke,Employed,Secondary,730000,Yes,Yes,1998-06-11
STU018079,Male,Kamonyi,Unemployed,Primary,950000,Yes,Yes,1994-12-14
STU033206,Male,Muhanga,Self-employed,Secondary,890000,Yes,Yes,2000-07-05
STU012895,Male,Huye,Unemployed,Primary,720000,Yes,Yes,1990-11-28
STU009911,Female,Karongi,Unemployed,University,320000,Yes,Yes,1998-03-15
STU012190,Female,Rutsiro,Employed,Primary,80000,Yes,Yes,1999-04-26
STU003003,Male,Burera,Self-employed,,570000,Yes,Yes,2004-08-17
STU015129,Male,Rwamagana,Unemployed,Primary,60000,Yes,Yes,2007-01-09
STU010882,Female,Kamonyi,Employed,Primary,430000,No,Yes,1995-11-26
STU016063,Male,Rulindo,Student,Primary,600000,Yes,Yes,2002-10-13
STU044804,Female,Gicumbi,Unemployed,University,230000,Yes,Yes,1991-09-18
STU015662,Female,Kicukiro,Employed,Secondary,10000,Yes,Yes,1993-09-29
STU011537,Male,Gakenke,Student,Primary,330000,Yes,No,1995-12-22
STU034428,Female,Rulindo,Student,,290000,Yes,Yes,1993-01-02
STU021167,Male,Rutsiro,Self-employed,None,610000,Yes,Yes,2003-11-18
STU038233,Male,Nyamasheke,Self-employed,University,130000,No,No,2002-01-23
STU013744,Male,Burera,Self-employed,Secondary,980000,No,No,1998-10-18
STU037045,Female,Ngoma,Student,Primary,70000,Yes,Yes,1995-09-05
STU046008,Male,Gakenke,Unemployed,Secondary,1000000,No,Yes,2004-02-26
STU004070,Female,Gasabo,Student,Primary,10000,Yes,Yes,1999-12-08
STU009022,Male,Rusizi,Student,Secondary,880000,Yes,Yes,2001-11-04
STU003199,Male,Gakenke,Self-employed,Primary,420000,Yes,Yes,1993-08-09
STU034825,Female,Kamonyi,Self-employed,None,430000,No,Yes,1993-06-23
STU009294,Male,Nyamasheke,Self-employed,Primary,930000,No,Yes,1994-11-24
STU044258,Female,Gakenke,Employed,Primary,330000,Yes,Yes,1999-05-29
STU019175,Female,Nyanza,Self-employed,Secondary,740000,Yes,Yes,2003-09-13
STU004182,Female,Rutsiro,Employed,Primary,340000,No,Yes,2003-07-07
STU002430,Female,Gicumbi,Employed,Secondary,950000,No,Yes,1996-10-21
STU045517,Male,Gicumbi,Self-employed,Primary,240000,No,Yes,2002-12-29
STU037101,Male,Gakenke,Employed,Primary,620000,No,No,1997-06-27
STU031269,Female,Burera,Unemployed,Secondary,160000,Yes,No,2007-06-28
STU033643,Female,Huye,Student,University,570000,No,Yes,1994-03-13
STU010575,Female,Burera,Employed,Primary,480000,Yes,Yes,1993-10-07
STU032024,Male,Karongi,Employed,Primary,260000,Yes,Yes,2002-05-22
STU021378,Male,Muhanga,Student,,500000,No,Yes,2002-01-29
STU009442,Male,Nyamasheke,Self-employed,University,800000,Yes,Yes,2006-08-02
STU034057,Male,Ngoma,Student,University,310000,Yes,Yes,2006-06-01
STU031928,Female,Nyanza,Self-employed,University,460000,No,Yes,2003-02-19
STU023171,Female,Nyanza,Self-employed,,610000,Yes,No,2007-03-17
STU018461,Male,Rusizi,Student,Secondary,,Yes,Yes,1991-09-21
STU024243,Female,Gisagara,Student,University,790000,Yes,Yes,1997-09-28
STU013438,Female,Rulindo,Self-employed,University,140000,No,Yes,1991-07-02
STU022364,Female,Nyabihu,Student,Primary,620000,Yes,Yes,1992-05-18
STU011076,Male,Bugesera,Employed,Primary,350000,Yes,No,1998-01-01
STU014790,Male,Bugesera,Student,Secondary,760000,Yes,Yes,2003-03-18
STU037603,Female,Gasabo,Self-employed,University,680000,Yes,Yes,1991-05-29
STU021468,Male,Musanze,Student,Secondary,90000,Yes,Yes,2003-01-01
STU015075,Male,Rubavu,Employed,Secondary,290000,Yes,Yes,1991-06-30
STU004324,Male,Nyarugenge,Self-employed,None,700000,No,Yes,1992-06-27
STU033897,Female,Ngororero,Self-employed,Primary,20000,Yes,Yes,1993-12-30
STU043302,Female,Nyarugenge,Student,Primary,370000,Yes,No,2003-07-10
STU039044,Male,Kayonza,Self-employed,Secondary,850000,Yes,Yes,1991-10-04
STU046509,Female,Gasabo,Employed,Secondary,50000,Yes,No,2006-03-14
STU016423,Female,Rulindo,Unemployed,University,670000,No,Yes,1990-12-26
STU034965,Male,Musanze,Self-employed,Primary,810000,Yes,Yes,1991-07-25
STU018727,Female,Gakenke,Student,Secondary,560000,Yes,Yes,2003-03-25
STU038551,Male,Rulindo,Employed,Secondary,10000,No,No,2006-01-26
STU041917,Male,Nyarugenge,Unemployed,Secondary,980000,Yes,Yes,1994-07-15
STU013200,Male,Muhanga,Unemployed,Secondary,970000,Yes,Yes,1992-09-28
STU011295,Female,Nyamasheke,Student,Secondary,650000,Yes,Yes,1991-01-20
STU005395,Male,Rusizi,Unemployed,Primary,990000,Yes,Yes,2006-07-30
STU039687,Male,Rubavu,Unemployed,Secondary,470000,No,No,2000-09-19
STU004507,Male,Gasabo,Unemployed,University,820000,Yes,Yes,2004-01-31
STU040910,Male,Burera,Student,Secondary,760000,Yes,No,1999-03-29
STU041567,Female,Nyagatare,Self-employed,Primary,330000,No,No,1994-01-14
STU019049,Female,Gakenke,Student,Primary,620000,Yes,Yes,2003-01-13
STU013366,Female,Gakenke,Student,Primary,450000,No,No,2005-12-08
STU022505,Male,Ngororero,Student,Secondary,220000,Yes,Yes,2000-05-26
STU037338,Female,Bugesera,Employed,Secondary,570000,Yes,Yes,2000-02-10
STU005798,Female,Rwamagana,Unemployed,Secondary,760000,Yes,No,2001-05-29
STU048468,Male,Rusizi,Student,Primary,,Yes,No,2001-11-16
STU002529,Female,Gasabo,Unemployed,Primary,610000,No,Yes,1990-10-10
STU005468,Male,Gisagara,Employed,Secondary,780000,No,Yes,1992-01-30
STU006697,Female,Bugesera,Student,Secondary,620000,No,Yes,1999-03-12
STU023905,Male,Rwamagana,Unemployed,Secondary,960000,Yes,Yes,1993-11-13
STU003210,Male,Nyamasheke,Unemployed,Primary,530000,Yes,No,1998-12-14
STU003804,Male,Nyarugenge,Unemployed,Secondary,,Yes,Yes,2007-06-15
STU044859,Female,Nyarugenge,Employed,Secondary,40000,Yes,No,1998-05-12
STU019182,Female,Nyanza,Employed,Secondary,110000,Yes,Yes,1999-10-07
STU044094,Male,Burera,Unemployed,None,440000,No,Yes,2007-03-20
STU040020,Female,Ngororero,Unemployed,Secondary,,Yes,Yes,1991-03-30
STU013145,Male,Rwamagana,Student,Secondary,860000,Yes,No,2000-12-29
STU022680,Male,Ngororero,Unemployed,Secondary,280000,Yes,Yes,1999-10-30
STU047460,Male,Gicumbi,Employed,Primary,830000,Yes,No,2000-07-18
STU037980,Male,Rulindo,Unemployed,,550000,Yes,Yes,1999-09-12
STU010104,Female,Gicumbi,Student,University,,Yes,No,2001-10-12
STU035867,Male,Gakenke,Student,University,610000,Yes,Yes,2000-05-01
STU031662,Female,Rulindo,Employed,Primary,300000,Yes,Yes,2005-07-06
STU002943,Female,Gakenke,Self-employed,Secondary,240000,Yes,No,1996-12-17
STU038403,Male,Rutsiro,Unemployed,Secondary,230000,No,Yes,1995-08-31
STU044366,Male,Bugesera,Self-employed,Primary,200000,No,Yes,2002-12-31
STU025685,Female,Ngoma,Unemployed,Secondary,390000,Yes,Yes,2001-07-09
STU015371,Male,Nyaruguru,Self-employed,Primary,400000,Yes,Yes,1999-07-25
